OTUs	"SRR17152824"	"SRR17152825"	"SRR17152826"	"SRR17152827"	"SRR17152828"	"SRR17152829"	"SRR17152830"	"SRR17152831"	"SRR17152832"	"SRR17152833"	"SRR17152834"	"SRR17152835"	"SRR17152836"	"SRR17152837"	"SRR17152838"	"SRR17152839"	"SRR17152840"	"SRR17152841"	"SRR17152842"	"SRR17152843"	"SRR17152844"	"SRR17152845"	"SRR17152846"	"SRR17152847"	"SRR17152848"	"SRR17152849"	"SRR17152850"	"SRR17152851"	"SRR17152852"	"SRR17152853"	"SRR17152854"	"SRR17152855"	"SRR17152856"	"SRR17152857"	"SRR17152858"	"SRR17152859"	"SRR17152860"	"SRR17152861"	"SRR17152862"	"SRR6927699"	"SRR6927700"	"SRR6927701"	"SRR6927702"	"SRR6927703"	"SRR6927704"	"SRR6927705"	"SRR6927706"	"SRR6927707"	"SRR6927708"	"SRR6927709"	"SRR6927710"	"SRR6927711"	"SRR6927712"	"SRR6927713"	"SRR6927714"	"SRR6927715"	"SRR6927716"	"SRR6927717"	"SRR6927718"	"SRR6927719"	"SRR6927720"	"SRR6927721"	"SRR6927722"	"SRR6927723"	"SRR6927724"	"SRR6927725"	"SRR6927726"	"SRR6927727"	"SRR6927728"
"OTU_67"	66	49	0	115	0	207	37	2263	725	141	70	48	0	0	0	179	37	342	317	2148	128	0	53	0	0	145	256	84	233	123	1800	233	409	97	76	184	0	1133	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_68"	65	30	0	82	0	108	45	2084	1290	275	97	71	0	0	0	134	39	236	194	1206	124	0	157	0	0	282	236	69	305	107	2253	346	448	149	100	159	0	923	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_69"	56	32	0	98	0	139	41	2372	1250	207	87	80	0	0	0	140	28	228	183	1131	135	0	58	0	0	129	221	53	306	101	2700	322	387	123	82	141	0	713	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_70"	0	56	0	0	0	0	26	0	0	0	0	0	0	0	0	55	67	0	0	247	79	0	0	39	0	0	0	0	135	51	0	0	0	0	0	0	0	0	0	306	438	381	0	317	435	267	0	371	440	2342	251	430	487	68	307	439	327	330	465	500	0	362	0	545	367	424	0	0	358
"OTU_71"	96	162	0	0	57	62	136	441	432	626	33	0	0	0	0	2429	27	329	343	153	0	0	0	0	0	648	1484	472	76	487	1491	707	91	76	0	474	0	205	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_72"	0	695	0	0	0	1390	0	0	0	2288	305	31	0	0	0	2087	191	692	285	0	0	32	0	12	0	128	0	964	727	0	0	1075	0	289	148	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_73"	85	163	0	0	50	59	167	507	481	714	61	0	0	0	0	2133	40	303	297	160	0	50	0	0	0	754	1238	420	86	481	1401	746	100	86	33	487	0	194	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_74"	0	32	0	0	0	0	12	0	0	0	0	0	0	0	0	20	45	0	0	67	39	0	0	79	0	0	0	0	79	50	0	0	0	0	0	0	0	0	0	301	451	404	0	333	413	281	0	410	485	2309	249	387	415	0	356	447	323	320	481	476	0	371	0	550	437	429	0	0	370
"OTU_75"	0	50	0	0	0	0	38	0	0	0	0	0	0	0	0	25	41	0	0	188	58	0	0	49	0	0	0	0	48	22	0	0	0	0	0	0	0	0	0	308	425	381	0	332	371	281	0	341	479	2316	311	393	453	167	347	414	281	300	464	460	0	354	0	497	393	379	0	0	356
"OTU_76"	77	123	0	0	51	61	237	591	541	578	58	0	0	0	0	2234	21	283	339	194	0	0	0	0	0	428	1373	382	90	438	1639	712	55	66	18	372	0	213	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_77"	82	38	0	51	0	191	21	1758	1009	293	106	50	0	0	0	133	35	253	137	941	88	17	132	0	0	234	224	71	269	190	2428	465	563	126	92	154	0	724	241	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_78"	0	95	0	0	0	0	21	0	0	0	0	0	0	0	0	41	70	0	0	285	80	0	0	107	0	0	0	0	130	57	0	0	0	0	0	0	0	0	0	305	401	317	0	281	349	262	0	390	399	2125	260	374	390	79	324	404	316	333	433	455	0	339	0	520	372	336	0	0	334
"OTU_79"	53	151	0	0	47	58	162	506	341	471	35	0	0	0	0	2249	31	255	302	120	0	0	0	0	0	337	1420	367	108	535	1715	829	57	68	0	429	0	183	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_80"	76	138	0	0	24	41	143	507	404	487	50	0	0	0	0	2014	24	247	304	161	0	15	0	0	0	468	1206	429	83	467	1712	795	86	82	42	432	0	227	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_81"	54	55	0	131	0	180	23	1810	665	28	40	28	0	0	0	121	35	341	303	2144	72	50	110	0	64	300	218	73	158	120	1353	205	489	128	63	196	0	1051	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_82"	75	33	0	60	0	172	24	1864	737	179	67	45	0	11	0	176	32	223	153	896	101	8	48	0	0	134	233	69	214	163	2847	433	450	96	67	122	0	656	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_83"	0	44	0	0	0	0	16	0	0	0	0	0	0	0	0	28	8	0	0	122	40	0	0	51	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	324	393	396	0	327	384	228	0	393	451	1783	306	393	428	0	331	430	290	342	455	438	0	356	0	571	380	370	0	0	345
"OTU_84"	53	49	0	101	0	235	30	1667	623	157	73	34	0	0	0	159	56	247	252	1832	131	70	76	0	0	259	263	75	152	149	1472	274	490	152	59	186	0	969	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_85"	0	39	0	0	0	0	41	0	0	0	0	0	0	0	0	37	29	0	0	160	54	0	0	109	0	0	0	0	62	14	0	0	0	0	0	0	0	0	0	292	368	334	0	293	352	266	0	372	384	2084	267	342	380	165	291	398	295	279	390	458	0	319	0	493	323	380	0	0	294
"OTU_86"	37	36	0	89	0	260	29	1576	592	133	52	41	0	0	0	175	51	238	201	1749	93	22	57	0	0	126	270	63	159	155	1797	324	402	111	88	183	0	968	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_87"	53	32	0	103	0	163	31	1921	588	23	38	28	0	0	0	112	47	284	237	2027	124	23	50	0	34	118	234	55	147	116	1614	235	385	100	44	115	0	976	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_88"	39	26	0	88	0	168	31	2270	893	185	77	48	0	0	0	111	36	215	208	1616	90	25	200	0	15	330	179	42	159	130	1189	184	342	106	44	120	0	795	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_89"	40	58	0	137	0	161	38	1704	570	118	59	56	0	0	0	93	33	287	339	2002	127	0	114	0	0	203	182	49	152	130	1369	253	442	119	46	163	0	884	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_90"	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	26	29	0	0	186	46	0	0	36	0	0	0	0	45	38	0	0	9	0	0	0	0	0	0	304	402	290	0	304	340	261	0	330	386	2018	281	323	421	0	265	347	312	270	397	423	0	320	0	439	317	380	0	0	312
"OTU_91"	66	56	0	105	12	142	15	1573	405	112	50	28	0	0	0	106	31	279	252	1832	91	43	120	0	0	244	207	76	166	145	1407	283	561	101	44	195	0	838	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_92"	61	44	0	97	0	205	27	1370	499	79	49	0	0	0	0	130	48	305	233	1703	107	0	94	0	0	197	240	87	144	127	1494	284	635	127	51	187	0	910	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_93"	0	722	0	0	0	1377	0	0	0	2220	311	0	0	0	0	1425	86	556	426	0	0	66	0	36	0	291	0	604	493	0	0	518	0	229	159	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_94"	0	38	0	0	0	0	3	0	0	0	0	0	0	0	0	23	38	0	0	154	32	0	0	76	0	0	0	0	58	0	0	0	0	0	0	0	0	0	0	273	413	350	0	299	368	222	0	402	362	1593	260	328	396	0	283	393	276	240	432	451	0	284	0	466	351	379	0	0	311
"OTU_95"	29	47	0	119	0	123	61	2012	493	107	43	50	0	0	0	105	34	269	261	1724	101	0	40	0	0	153	189	52	205	89	1404	217	338	136	71	127	0	774	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_96"	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	20	37	0	0	203	61	0	0	79	0	0	0	0	50	36	0	0	27	0	0	0	0	0	0	250	323	316	0	257	325	210	0	291	324	1858	203	305	372	0	247	360	234	242	393	428	0	305	0	493	302	327	0	0	305
"OTU_97"	0	336	0	0	0	818	0	0	0	3101	445	27	0	0	0	1305	72	479	227	0	0	34	0	28	0	219	0	486	565	0	0	614	0	235	134	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_98"	41	39	0	76	0	192	26	1374	400	64	37	0	0	0	0	122	39	247	203	1685	68	0	31	0	0	92	256	54	123	126	1804	298	511	85	68	154	0	841	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_99"	39	35	0	108	0	210	26	1748	605	161	76	33	0	0	0	123	38	209	157	1239	85	0	121	0	57	242	257	47	171	125	1311	269	484	106	67	133	0	653	189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_100"	615	82	1302	1574	363	24	311	33	27	60	120	50	177	122	67	145	13	436	384	63	99	0	315	268	0	163	135	78	19	103	76	169	57	362	180	406	59	119	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_101"	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	18	43	0	2	160	61	0	0	44	0	0	0	0	71	15	0	0	0	0	0	0	0	0	0	281	336	311	0	285	328	211	0	299	373	1387	233	301	386	0	267	403	259	277	363	423	0	296	0	481	307	348	0	0	239
"OTU_102"	29	30	0	84	0	177	29	1947	568	116	40	35	0	0	0	104	34	218	187	1157	80	0	52	0	39	112	230	32	156	121	1457	271	387	84	51	92	0	653	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_103"	0	406	0	0	0	788	0	0	0	2589	396	0	0	0	0	1378	119	479	174	0	0	0	0	28	0	158	0	493	592	0	0	624	0	148	124	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_104"	0	579	0	0	0	1409	0	0	0	1538	234	0	0	0	0	1430	84	686	390	0	0	37	0	16	0	141	0	568	437	0	0	536	0	202	141	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_105"	41	24	0	112	13	133	41	1678	643	109	56	45	0	0	0	111	26	163	208	1596	77	0	89	0	0	261	156	33	162	106	1058	196	348	102	46	113	0	688	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_106"	0	42	0	0	0	0	22	0	0	0	0	0	0	0	0	25	29	0	0	227	28	0	0	56	0	0	0	0	47	14	0	0	25	0	0	0	0	0	0	218	374	279	0	208	339	177	0	269	328	1498	190	300	353	0	276	338	238	232	337	353	0	298	0	407	285	359	0	0	256
"OTU_107"	53	35	0	91	0	149	30	1481	512	117	51	11	0	0	0	108	42	267	191	1349	117	0	111	0	0	221	171	59	96	116	1161	275	460	79	56	137	0	704	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_108"	0	364	0	0	0	803	0	0	0	2236	397	24	0	0	0	1254	95	453	206	0	0	8	0	16	0	127	0	495	688	0	0	700	0	216	128	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_109"	34	44	0	100	9	103	28	1863	571	77	32	31	0	0	0	103	35	200	207	1427	88	0	73	0	0	159	187	34	137	92	1187	230	313	59	45	125	0	617	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_110"	37	29	0	52	0	75	37	1881	601	152	56	34	0	0	0	104	20	229	194	855	68	18	144	0	0	269	138	50	177	89	1394	171	448	72	103	89	0	539	146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_111"	554	61	1239	1471	343	33	157	20	44	37	108	39	121	99	86	167	31	376	287	55	102	0	241	222	54	96	139	86	0	110	58	147	87	366	176	362	121	86	392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_112"	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	18	35	0	0	145	41	0	0	81	0	0	0	0	66	20	0	0	0	0	0	0	0	0	0	214	315	276	0	217	292	198	0	292	343	1325	199	270	363	0	278	351	246	273	384	374	0	243	0	409	286	299	0	0	241
"OTU_113"	0	591	0	0	0	1270	0	0	0	1734	265	0	0	0	0	1402	94	501	245	0	0	0	0	29	0	199	0	507	345	0	0	461	0	190	112	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_114"	30	24	0	87	0	134	22	1631	434	92	47	27	0	0	0	66	41	183	160	1332	83	0	44	0	0	83	214	31	138	99	1454	232	422	76	45	129	0	584	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_115"	434	59	1360	1435	314	19	311	46	26	48	114	48	102	79	55	149	28	427	373	57	96	0	182	113	0	62	189	92	10	98	94	137	52	384	155	381	89	108	307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_116"	598	74	979	1400	416	40	204	32	37	95	130	36	123	136	64	154	34	371	269	72	83	0	220	195	59	122	154	102	0	93	46	143	30	380	170	342	88	123	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_117"	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	18	39	0	0	55	26	0	0	94	0	0	0	0	55	12	0	0	0	0	0	0	0	0	0	206	298	266	0	234	287	209	0	300	314	1617	179	275	269	0	260	304	226	233	312	362	0	279	0	362	287	234	0	0	287
"OTU_118"	0	60	0	0	0	0	33	0	0	0	0	0	0	0	0	15	46	0	0	204	60	0	0	105	0	0	0	0	75	21	0	0	10	0	0	0	0	0	0	203	253	246	0	226	303	194	0	315	277	1404	167	269	277	0	258	303	225	233	315	370	0	224	0	364	245	282	0	0	238
"OTU_119"	0	393	0	0	0	760	0	0	0	1881	275	0	0	0	0	1340	135	415	164	0	0	0	0	19	0	96	0	509	599	0	0	749	0	139	124	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_120"	50	60	0	0	18	19	120	469	631	616	51	0	0	0	0	1282	0	179	207	78	0	0	0	0	0	694	642	207	104	229	956	434	35	69	0	252	0	107	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_121"	0	561	0	0	0	1341	0	0	0	1216	208	0	0	0	0	1312	120	564	321	0	0	0	0	6	0	107	0	561	275	0	0	586	0	168	108	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_122"	528	52	1015	1232	429	31	153	21	32	26	91	29	85	47	73	185	25	346	267	35	95	69	194	207	26	92	175	107	47	114	61	164	67	321	163	397	105	96	351	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_123"	80	85	0	0	32	45	90	395	461	507	41	33	0	0	0	1477	0	125	111	44	0	0	0	0	0	658	654	204	65	319	1070	420	54	31	0	238	0	113	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_124"	432	66	1188	1302	417	36	258	31	36	66	113	40	102	70	37	147	55	351	291	74	118	0	142	83	40	59	156	84	0	103	87	150	28	288	131	404	70	111	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_125"	0	468	0	0	0	866	0	0	0	2233	337	30	0	0	0	1006	72	406	315	0	0	0	0	20	0	254	0	351	357	0	0	339	0	158	94	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_126"	378	67	1222	1400	286	31	167	29	25	42	70	33	63	54	48	181	22	363	210	80	94	0	111	132	27	58	189	93	0	125	100	193	62	338	190	382	120	110	277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_127"	53	35	0	73	0	110	18	1432	441	118	54	0	0	0	0	85	42	199	110	664	75	0	92	0	0	214	177	44	156	119	1332	210	561	67	80	81	0	491	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_128"	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	79	40	0	0	32	0	18	0	0	72	0	0	0	0	0	0	0	0	0	0	203	261	243	0	229	271	186	0	280	298	1264	204	275	272	0	235	277	214	208	282	338	0	239	0	361	245	283	0	0	219
"OTU_129"	44	73	0	0	21	33	131	528	505	492	31	0	0	0	0	1304	0	148	161	86	0	0	0	0	0	399	624	135	75	235	1104	513	42	57	0	193	0	78	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_130"	0	692	0	0	0	1118	0	0	0	955	145	0	0	0	0	1287	68	549	273	0	0	0	0	0	0	173	0	574	344	0	0	485	0	192	125	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_131"	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	20	26	0	0	111	52	0	0	53	0	0	0	0	47	0	0	0	0	0	0	0	0	0	0	227	266	237	0	211	252	195	0	226	308	1186	181	241	296	39	224	270	191	207	305	298	0	233	0	356	290	269	0	0	240
"OTU_132"	0	432	0	0	0	954	0	0	0	1932	260	0	0	0	0	1124	92	479	181	0	0	0	0	25	0	221	0	352	274	0	0	387	0	184	82	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_133"	451	42	1217	1191	388	36	157	19	16	21	65	46	68	44	72	159	25	368	203	28	68	31	71	117	16	35	201	95	33	101	60	165	46	301	159	381	100	119	323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_134"	46	58	0	0	25	16	85	411	370	373	39	14	0	0	0	1458	0	145	104	52	0	0	0	0	0	277	707	149	76	270	1257	555	44	57	0	195	0	74	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_135"	41	93	0	0	28	57	168	436	382	396	27	0	0	0	0	1317	0	169	292	93	12	64	0	0	0	740	775	179	49	176	549	288	35	48	0	318	0	117	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_136"	0	582	0	0	0	924	0	0	0	1240	199	0	0	0	0	1048	115	509	322	0	27	0	0	35	0	177	0	520	334	0	0	428	0	176	97	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_137"	0	454	0	0	0	995	0	0	0	1560	232	31	0	0	0	1057	64	459	259	0	0	0	0	19	0	162	0	301	408	0	0	430	0	151	89	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_138"	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	16	27	0	0	160	56	0	0	74	0	0	0	0	53	0	0	0	0	0	0	0	0	0	0	199	245	248	0	176	241	200	0	264	268	1044	163	252	269	32	222	247	221	172	279	278	0	251	0	350	236	222	0	0	229
"OTU_139"	48	96	0	0	26	48	94	351	339	340	49	0	0	0	0	1340	0	183	239	123	0	22	0	0	0	563	936	217	27	199	524	428	38	42	0	273	0	104	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_140"	137	39	25	36	195	0	198	0	0	0	0	0	0	0	0	20	0	52	77	54	252	0	0	335	21	62	173	77	0	576	0	0	0	21	34	39	0	152	0	104	0	138	0	149	0	75	92	0	221	1312	113	134	190	0	0	191	0	146	116	164	107	59	99	227	143	178	0	95	103
"OTU_141"	121	45	0	43	185	0	246	0	0	0	0	0	0	0	0	35	0	55	120	83	305	0	0	308	37	51	164	76	0	482	0	0	0	19	33	32	0	210	19	105	0	146	0	133	0	85	79	0	187	1155	133	148	210	0	0	207	0	157	134	139	104	66	93	233	126	167	0	124	107
"OTU_142"	129	34	29	28	160	0	276	0	0	0	0	0	0	0	0	18	0	71	89	89	355	0	0	311	26	77	150	102	0	565	0	0	0	20	29	44	0	154	0	92	0	128	0	127	0	77	86	0	225	1195	115	154	167	0	0	197	0	138	139	149	104	0	102	205	134	194	0	102	118
"OTU_143"	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	93	34	0	0	93	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	206	239	234	0	184	227	148	0	250	267	1209	152	227	305	0	216	269	189	175	302	328	0	224	0	344	219	269	0	0	193
"OTU_144"	78	34	0	54	236	0	238	0	0	0	0	0	0	0	0	26	0	27	77	82	307	0	0	162	17	30	143	58	0	527	0	0	0	18	36	29	0	199	25	89	0	140	0	143	0	68	82	0	232	1346	96	154	206	0	0	200	0	138	139	166	89	40	89	233	147	171	0	106	118
"OTU_145"	0	618	0	0	0	1068	0	0	0	320	205	23	0	0	0	1165	108	551	388	0	0	30	0	30	0	237	0	598	404	0	0	382	0	207	81	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_146"	19	100	0	0	27	44	152	500	313	299	20	0	0	0	0	1277	0	163	279	134	0	18	0	0	0	393	806	159	56	198	779	277	41	40	0	195	0	124	89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_147"	0	535	0	0	0	712	0	0	0	1241	225	6	0	0	0	883	104	523	348	0	0	0	0	0	0	226	0	450	397	0	0	394	0	225	94	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_148"	67	29	22	35	151	0	303	0	0	0	0	0	0	0	0	20	0	23	79	84	348	0	0	204	23	44	186	48	0	487	0	0	0	33	33	32	0	166	0	97	0	136	0	140	0	69	81	0	212	1287	106	160	188	0	0	217	0	138	130	189	91	0	101	224	151	163	0	109	87
"OTU_149"	36	117	0	0	26	36	183	459	277	307	34	0	0	0	0	1073	0	234	335	135	0	0	0	0	0	645	732	183	34	174	561	296	56	54	0	276	0	143	51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_150"	114	45	37	34	206	0	165	0	0	0	0	0	0	0	0	34	0	56	70	47	283	0	0	149	22	27	175	61	0	520	0	0	0	21	38	36	0	160	0	95	0	151	0	164	0	51	81	0	240	1215	141	146	201	0	0	205	0	159	123	167	97	57	84	233	152	152	0	114	114
"OTU_151"	0	536	0	0	4	1183	0	0	0	625	138	0	0	0	0	1102	121	506	234	0	0	0	0	0	0	101	0	582	287	0	0	599	0	160	128	121	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_152"	0	639	0	0	0	1079	0	0	0	221	155	5	0	0	0	1249	99	567	386	0	0	11	0	16	0	114	0	522	370	0	0	508	0	193	86	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_153"	0	472	0	0	0	1027	0	0	0	1245	173	0	0	0	0	1043	131	422	213	0	0	0	0	17	0	119	0	343	351	0	0	505	0	109	89	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_154"	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	22	25	0	0	192	31	0	0	31	0	0	0	0	57	26	0	0	0	0	0	0	0	0	0	190	242	180	0	182	222	140	0	196	259	1147	166	223	237	0	199	259	177	200	255	237	0	212	0	345	205	235	0	0	198
"OTU_155"	0	560	0	0	0	822	0	0	0	924	135	0	0	0	0	1121	92	538	252	0	38	0	0	26	0	76	0	498	320	0	0	531	0	155	105	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"OTU_156"	0	551	0	0	0	772	0	0	0	1373	179	0	0	0	0	909	114	441	175	0	0	36	0	13	0	199	0	373	304	0	0	386	0	171	72	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
